CourseNumber,Title,MinCredit,MaxCredit,Description 
BUS 130OL2 ,Business Computations,-1,5.0,"Apply mathematical concepts using numerical data in Excel to complete business applications. Create formulas and use functions of Excel to compute basic math operations, fractions, percent, percent increase/decrease, bank reconciliation, payroll, taxes and insurance, discounts, markup/markdown, interest, mortgages, depreciation, and financial statements. Assesses Core Learning Outcome 2."
BUS 130S   ,Business Computations,-1,5.0,"Apply mathematical concepts using numerical data in Excel to complete business applications. Create formulas and use functions of Excel to compute basic math operations, fractions, percent, percent increase/decrease, bank reconciliation, payroll, taxes and insurance, discounts, markup/markdown, interest, mortgages, depreciation, and financial statements. Assesses Core Learning Outcome 2."
BUS 150HY  ,Principles of Marketing,-1,5.0,"(TE)  Introductory study of marketing concepts viewed from a managerial approach.  Study of fundamental business activities that direct flow of goods and services from producer to consumer.  Includes promotion, distribution and pricing. Assesses Core Learning Outcomes 1, 3."
BUS 154HY  ,Human Resources and Supervision,-1,5.0,"Explores the critical elements of human engagement to meet the mission of a business, and the critical role of the supervisor in business and employee success. Areas of emphasis include workforce planning, motivation, leadership, empowerment, authority, employee discipline, communication and training. Key aspects of Human Resources management relating to compensation, benefits, occupational safety, health and security in the context of business success. Assesses Core Learning Outcomes 2, 4."
BUS 165 OL ,Service Essentials for Business,-1,5.0,"(R) The challenges of building a business enterprise by satisfying customer needs. Historical perspectives on transactional versus relational service strategies Interpersonal communication, customer expectations, teamwork, dealing with angry customers, first-call resolution, exploring service culture, and service recovery. Changes in customer expectations concerning technology and capacity to engage with Customer Service Representatives (CSRs) through a variety of communication channels including call centers, texting, instant messaging, and online chat. A study of face-to-face service engagement by a CSR. This course satisfies the Human Relations requirement at EvCC. Assesses Core Learning Outcomes 2, 3."
BUS 165HY1 ,Service Essentials for Business,-1,5.0,"(R) The challenges of building a business enterprise by satisfying customer needs. Historical perspectives on transactional versus relational service strategies Interpersonal communication, customer expectations, teamwork, dealing with angry customers, first-call resolution, exploring service culture, and service recovery. Changes in customer expectations concerning technology and capacity to engage with Customer Service Representatives (CSRs) through a variety of communication channels including call centers, texting, instant messaging, and online chat. A study of face-to-face service engagement by a CSR. This course satisfies the Human Relations requirement at EvCC. Assesses Core Learning Outcomes 2, 3."
BUS 191TUH ,Business Internship,-1,5.0,"Provides students with a supervised work environment to apply their management, marketing and operations knowledge in either a for-profit or non-profit organization, to foster professional growth, and to gain self-confidence directly associated with certification and/or the degree focus of the student. Assesses Core Learning Outcome 1."
BUS 295S   ,Business Internship,-1,5.0,"Provides students with a supervised work environment to apply their management, marketing and operations knowledge in either a for-profit or non-profit organization to foster professional growth and to gain self-confidence directly associated with certification and/or the degree focus of individual students. Assesses Core Learning Outcome 1."
BUS& 101HY1 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101HY2 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101HY3 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101HY4 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101HY5 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101MH  ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101ML  ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101OL2 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 101OL3 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1."
BUS& 201HY  ,Business Law,-1,5.0,"(SS)  Origin, evolution, concepts, structure, and functions of law and judicial system.  Includes contracts, agency, torts, Uniform Commercial Code, employment law, property and landlord tenant law, trusts and estates, and constitutional law, forms of business organization, consumer legislation, and crime.  Emphasis is on gaining a practical understanding of rights and obligations arising from entering into contracts.  Required law course for business students intending to transfer to universities in the state of Washington. Assesses Core Learning Outcomes 2, 3."
BUS& 201OL2 ,Business Law,-1,5.0,"(SS)  Origin, evolution, concepts, structure, and functions of law and judicial system.  Includes contracts, agency, torts, Uniform Commercial Code, employment law, property and landlord tenant law, trusts and estates, and constitutional law, forms of business organization, consumer legislation, and crime.  Emphasis is on gaining a practical understanding of rights and obligations arising from entering into contracts.  Required law course for business students intending to transfer to universities in the state of Washington. Assesses Core Learning Outcomes 2, 3."
CHEM& 121LC1 ,Introduction to Chemistry,-1,5.0,"(NS-L)  Atomic and molecular structure, chemical bonding, nomenclature, states of matter, solutions, acids and bases, stoichiometry, quantitative and qualitative behavior of gases, dimensional analysis, reaction rates and chemical equilibrium.  For students majoring in liberal arts, nursing, radiation technology, pre-occupation therapy, and dental hygiene.  Not recommended for students planning to continue beyond CHEM& 131; see Chemistry series. Assesses Core Learning Outcome 2. Lab fee: $42.25."
CHEM& 121LC2 ,Introduction to Chemistry,-1,5.0,"(NS-L)  Atomic and molecular structure, chemical bonding, nomenclature, states of matter, solutions, acids and bases, stoichiometry, quantitative and qualitative behavior of gases, dimensional analysis, reaction rates and chemical equilibrium.  For students majoring in liberal arts, nursing, radiation technology, pre-occupation therapy, and dental hygiene.  Not recommended for students planning to continue beyond CHEM& 131; see Chemistry series. Assesses Core Learning Outcome 2. Lab fee: $42.25."
CHEM& 121OL2 ,Introduction to Chemistry,-1,5.0,"(NS-L)  Atomic and molecular structure, chemical bonding, nomenclature, states of matter, solutions, acids and bases, stoichiometry, quantitative and qualitative behavior of gases, dimensional analysis, reaction rates and chemical equilibrium.  For students majoring in liberal arts, nursing, radiation technology, pre-occupation therapy, and dental hygiene.  Not recommended for students planning to continue beyond CHEM& 131; see Chemistry series. Assesses Core Learning Outcome 2. Lab fee: $42.25."
CHEM& 140A   ,General Chemistry Prep w/Lab,-1,5.0,"(NS-L) Includes measurements, properties and structure of matter, nomenclature, and weight relations.  Intended for students who want to obtain the chemistry background needed for the CHEM& 161 - 163 series.  Not intended for students with a recent course in high school chemistry.  This course does not meet the prerequisites for the nursing program. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $42.25."
CHEM& 140HY  ,General Chemistry Prep w/Lab,-1,5.0,"(NS-L) Includes measurements, properties and structure of matter, nomenclature, and weight relations.  Intended for students who want to obtain the chemistry background needed for the CHEM& 161 - 163 series.  Not intended for students with a recent course in high school chemistry.  This course does not meet the prerequisites for the nursing program. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $42.25."
CHEM& 140S   ,General Chemistry Prep w/Lab,-1,5.0,"(NS-L) Includes measurements, properties and structure of matter, nomenclature, and weight relations.  Intended for students who want to obtain the chemistry background needed for the CHEM& 161 - 163 series.  Not intended for students with a recent course in high school chemistry.  This course does not meet the prerequisites for the nursing program. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $42.25."
CHEM& 161F   ,General Chemistry w/Lab I,-1,5.5,"(NS-L) Properties of matter, nomenclature, reactions, stoichiometry, gases, thermochemistry, and atomic structure.  For pre-medicine, pre-dentistry, pre-veterinary medicine, pre-pharmacy, and all engineering and science majors. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $42.25."
CHEM& 162A   ,General Chemistry w/Lab II,-1,5.5,"(NS-L) Atomic periodicity, chemical bonding theories, solid and liquid states and solutions. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $42.25."
CHEM& 162B   ,General Chemistry w/Lab II,-1,5.5,"(NS-L) Atomic periodicity, chemical bonding theories, solid and liquid states and solutions. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $42.25."
CHEM& 261B   ,Organic Chemistry w/Lab I,-1,6.0,"(NS-L) Chemistry of carbon compounds, with emphasis on structure, nomenclature, reactions, mechanisms, and synthesis of main types of organic compounds. Assesses Core Learning Outcome 2. Lab fee: $68."
CHIN& 121A   ,Chinese I,-1,5.0,"(H) Beginning sequence of courses to practice functional elements of Chinese pronunciation, grammar and culture in the context of practical conversational Chinese. Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 3, 4."
CJ 103A   ,Criminal Investigations,-1,5.0,"Investigative techniques, criminal procedure, crime scene management and the laws that govern investigations. Assesses Core Learning Outcomes 1, 2, 3, 4, 5, 6."
CJ 203HY  ,Introduction to Cyber Warfare,-1,5.0,"Presents an overview of the policies and government agencies that protect U.S. critical infrastructure (CI).  Students will study the history of cyber warfare and the hacker groups that are targeting CI.  The evolution and growing need of Critical Infrastructure Protection will be analyzed by students.  Students will gain awareness of how law enforcement and cyber investigation integrates on a City, State, and Federal level. Assesses Core Learning Outcomes 2, 3."
CJ 203OL  ,Introduction to Cyber Warfare,-1,5.0,"Presents an overview of the policies and government agencies that protect U.S. critical infrastructure (CI).  Students will study the history of cyber warfare and the hacker groups that are targeting CI.  The evolution and growing need of Critical Infrastructure Protection will be analyzed by students.  Students will gain awareness of how law enforcement and cyber investigation integrates on a City, State, and Federal level. Assesses Core Learning Outcomes 2, 3."
CJ 232OL  ,Profiling Criminal Behavior,-1,5.0,"Provides students with a general understanding of the theory and purpose profiling criminal behavior. Not intended to teach students how to become profilers, but an introduction to the theory and practice of profiling.  Critical discussions of the use of profiles in the criminal justice system. Assesses Core Learning Outcomes 1, 2, 3."
CJ& 101HY1 ,Introduction to Criminal Justice,-1,5.0,"(TE) Philosophical and historical review of the American criminal justice system; introduction to civil and criminal law; problems with crime and the police; organization and jurisdiction of local, state and federal agencies; career and job opportunities.  It examines the US criminal justice system from the initial incident to the final disposition at state and federal levels.  This is a prerequisite course for the Criminal Justice Program. Assesses Core Learning Outcomes 1, 5, 6."
CJ& 101HY2 ,Introduction to Criminal Justice,-1,5.0,"(TE) Philosophical and historical review of the American criminal justice system; introduction to civil and criminal law; problems with crime and the police; organization and jurisdiction of local, state and federal agencies; career and job opportunities.  It examines the US criminal justice system from the initial incident to the final disposition at state and federal levels.  This is a prerequisite course for the Criminal Justice Program. Assesses Core Learning Outcomes 1, 5, 6."
CJ& 101OL  ,Introduction to Criminal Justice,-1,5.0,"(TE) Philosophical and historical review of the American criminal justice system; introduction to civil and criminal law; problems with crime and the police; organization and jurisdiction of local, state and federal agencies; career and job opportunities.  It examines the US criminal justice system from the initial incident to the final disposition at state and federal levels.  This is a prerequisite course for the Criminal Justice Program. Assesses Core Learning Outcomes 1, 5, 6."
CJ& 110HY  ,Criminal Law,-1,5.0,"(TE) Survey course designed for those seeking a career in criminal justice.  It provides an understanding of US legal history, the philosophy of law, legal definitions, constitutional issues, criminal analysis, case reviews, and an overview of federal and state criminal laws, including juvenile justice. Assesses Core Learning Outcomes 1, 2, 3, 4, 5, 6."
CL 101HY1 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101HY2 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101HY3 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101HYB ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101MH  ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101OL1 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101OL2 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101OL3 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101S   ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 102HY  ,Using the Computer and Managing Files,-1,2.0,"Overview of the basic functions of a personal computer and its operating system. Includes understanding of the computer environment, working with icons and basic windows tasks, managing files, identifying and understanding viruses, and dealing with printer setup and output.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 102MH  ,Using the Computer and Managing Files,-1,2.0,"Overview of the basic functions of a personal computer and its operating system. Includes understanding of the computer environment, working with icons and basic windows tasks, managing files, identifying and understanding viruses, and dealing with printer setup and output.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 102OL  ,Using the Computer and Managing Files,-1,2.0,"Overview of the basic functions of a personal computer and its operating system. Includes understanding of the computer environment, working with icons and basic windows tasks, managing files, identifying and understanding viruses, and dealing with printer setup and output.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 103HY  ,Word Processing,-1,2.0,"Provides an overview of Word. Includes creating and formatting word processing documents and duplicating and moving text within and between documents. Other Word features introduced include creating standard tables, using pictures and images in a document, and using mail merge tools. 
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 103MH  ,Word Processing,-1,2.0,"Provides an overview of Word. Includes creating and formatting word processing documents and duplicating and moving text within and between documents. Other Word features introduced include creating standard tables, using pictures and images in a document, and using mail merge tools. 
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 103OL  ,Word Processing,-1,2.0,"Provides an overview of Word. Includes creating and formatting word processing documents and duplicating and moving text within and between documents. Other Word features introduced include creating standard tables, using pictures and images in a document, and using mail merge tools. 
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 104HY  ,Spreadsheets,-1,2.0,"Overview of Excel. Includes developing, formatting, and modifying Excel spreadsheets. Other Excel concepts introduced include applying standard mathematical and logical formulas and creating and formatting graphs and charts.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 104MH  ,Spreadsheets,-1,2.0,"Overview of Excel. Includes developing, formatting, and modifying Excel spreadsheets. Other Excel concepts introduced include applying standard mathematical and logical formulas and creating and formatting graphs and charts.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 104OL  ,Spreadsheets,-1,2.0,"Overview of Excel. Includes developing, formatting, and modifying Excel spreadsheets. Other Excel concepts introduced include applying standard mathematical and logical formulas and creating and formatting graphs and charts.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 105HY  ,Databases,-1,2.0,"Overview of Access. Includes creating and modifying Access tables, queries, forms, and reports. Other Access concepts introduced include creating relationships between tables and retrieving and manipulating information by using queries and sort tools.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 105MH  ,Databases,-1,2.0,"Overview of Access. Includes creating and modifying Access tables, queries, forms, and reports. Other Access concepts introduced include creating relationships between tables and retrieving and manipulating information by using queries and sort tools.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 105OL  ,Databases,-1,2.0,"Overview of Access. Includes creating and modifying Access tables, queries, forms, and reports. Other Access concepts introduced include creating relationships between tables and retrieving and manipulating information by using queries and sort tools.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 106HY  ,PowerPoint,-1,2.0,"Overview of PowerPoint. Includes creating, formatting, modifying, and preparing presentations using different slide layouts. Other PowerPoint concepts include duplicating and moving text, pictures, images, and charts within and between presentations and using a variety of slide show effects.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 106MH  ,PowerPoint,-1,2.0,"Overview of PowerPoint. Includes creating, formatting, modifying, and preparing presentations using different slide layouts. Other PowerPoint concepts include duplicating and moving text, pictures, images, and charts within and between presentations and using a variety of slide show effects.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 106OL  ,PowerPoint,-1,2.0,"Overview of PowerPoint. Includes creating, formatting, modifying, and preparing presentations using different slide layouts. Other PowerPoint concepts include duplicating and moving text, pictures, images, and charts within and between presentations and using a variety of slide show effects.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 107HY  ,Fundamental Concepts of Basic Computer Systems,-1,2.0,"Overview of the physical make-up of a personal computer system and fundamental concepts. Basic concepts include how a computer functions, hardware, software, security, and legal issues associated with computers.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 107MH  ,Fundamental Concepts of Basic Computer Systems,-1,2.0,"Overview of the physical make-up of a personal computer system and fundamental concepts. Basic concepts include how a computer functions, hardware, software, security, and legal issues associated with computers.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 107OL  ,Fundamental Concepts of Basic Computer Systems,-1,2.0,"Overview of the physical make-up of a personal computer system and fundamental concepts. Basic concepts include how a computer functions, hardware, software, security, and legal issues associated with computers.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 110HY  ,Managing Internet Communication,-1,5.0,"Introduction to cloud computing, social media, text/chat, mobile apps, and internet research for business using OneNote and Outlook. Outlook concepts include managing email, calendars, tasks, and contacts in both web- and server-based email programs. OneNote concepts include creating, formatting, organizing and sharing information. Assesses Core Learning Outcome 6. Lab fee: $45.55."
CMST 204DHY  ,Intercultural Communication,-1,5.0,"(H,D) Introduction to communication between people from different cultures. Focuses on application of research and theory in intercultural communication. Explains the roles of verbal and nonverbal codes in the development of intercultural interpersonal relationships. Describes obstacles to intercultural communications and develops skills to overcome them. Assesses Core Learning Outcomes 1, 3, 4, 5."
CMST 223A   ,Public Speaking for Educators,-1,5.0,"(H,C) CMST& 220 option for education majors.  Methods of speech organization and composition for education students, speaking skills in educational settings, situational analysis and instructional communication assessment. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
CMST& 102HY  ,Introduction to Mass Media,-1,5.0,"(H,SS) Survey course exploring the role of mass media in society, with an emphasis on developing students media-literacy skills. Topics include current and historical uses of mass media, media economics, and the impacts of the digital revolution. Assesses Core Learning Outcome 2."
CMST& 210S   ,Interpersonal Communication,-1,5.0,"(H,R) Theory and skills relating to social, family, and work situations. Language usage, nonverbal communication, dealing with conflict, perception, and self-concept. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 210T   ,Interpersonal Communication,-1,5.0,"(H,R) Theory and skills relating to social, family, and work situations. Language usage, nonverbal communication, dealing with conflict, perception, and self-concept. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 220A   ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 220B   ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 220C   ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 220D   ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 220MO  ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 220S   ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 220T   ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 230HY  ,Small Group Communication,-1,5.0,"(H,R) Principles and methods of interaction in small decision-making, learning, and problem-solving groups. Techniques of relating individual to group thinking through practice in discussion and role playing. Assesses Core Learning Outcomes 1, 3, 5."
COLL 101B   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101F   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101HY3 ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101HY4 ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101HY5 ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101HY6 ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101M   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101MOH ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101O   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101P   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101T   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101U   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COSMT 112HY  ,"Salon Safety, Chemistry, Electricity and Physiology",-1,5.0,"Includes methods of decontamination, universal precautions and responsibilities of a salon professional.  Types and classifications of bacteria, safety measures in the use and storage of chemicals.  Basic background in chemistry theories, processes and product ingredients as they relate to the cosmetology industry.  Special emphasis on OSHA chemical hazard information.  Basic anatomy, physiology and types of electricity will also be covered.  Training in First Aid and CPR is included. Assesses Core Learning Outcome 1. First aid fee: $45."
COSMT 112HY2 ,"Salon Safety, Chemistry, Electricity and Physiology",-1,5.0,"Includes methods of decontamination, universal precautions and responsibilities of a salon professional.  Types and classifications of bacteria, safety measures in the use and storage of chemicals.  Basic background in chemistry theories, processes and product ingredients as they relate to the cosmetology industry.  Special emphasis on OSHA chemical hazard information.  Basic anatomy, physiology and types of electricity will also be covered.  Training in First Aid and CPR is included. Assesses Core Learning Outcome 1. First aid fee: $45."
COSMT 120HY  ,Cosmetology Compendium,-1,2.0,Designed for the fifth quarter student preparing for the Washington State Cosmetology Licensure Exam. Provides theoretical review of facts from previous Cosmetology courses in preparation for in-house computerized exams before applying for Washington State Board examinations. Assesses Core Learning Outcome 1.
