CourseNumber,Title,MinCredit,MaxCredit,Description 
CL 101OL2 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101OL3 ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101RMA ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 101RMB ,Computer Literacy,-1,5.0,"Introduces students to the Windows environment and to the Microsoft Office software program. Emphasis on file management. Uses practical problems to illustrate computer applications including database, spreadsheets, presentation graphics, word processing, email, and internet. BT 100 or keyboarding speed of 20 wpm recommended. Assesses Core Learning Outcome 6."
CL 102MH  ,Using the Computer and Managing Files,-1,2.0,"Overview of the basic functions of a personal computer and its operating system. Includes understanding of the computer environment, working with icons and basic windows tasks, managing files, identifying and understanding viruses, and dealing with printer setup and output.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 103MH  ,Word Processing,-1,2.0,"Provides an overview of Word. Includes creating and formatting word processing documents and duplicating and moving text within and between documents. Other Word features introduced include creating standard tables, using pictures and images in a document, and using mail merge tools. 
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 104MH  ,Spreadsheets,-1,2.0,"Overview of Excel. Includes developing, formatting, and modifying Excel spreadsheets. Other Excel concepts introduced include applying standard mathematical and logical formulas and creating and formatting graphs and charts.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 105MH  ,Databases,-1,2.0,"Overview of Access. Includes creating and modifying Access tables, queries, forms, and reports. Other Access concepts introduced include creating relationships between tables and retrieving and manipulating information by using queries and sort tools.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 106MH  ,PowerPoint,-1,2.0,"Overview of PowerPoint. Includes creating, formatting, modifying, and preparing presentations using different slide layouts. Other PowerPoint concepts include duplicating and moving text, pictures, images, and charts within and between presentations and using a variety of slide show effects.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 107MH  ,Fundamental Concepts of Basic Computer Systems,-1,2.0,"Overview of the physical make-up of a personal computer system and fundamental concepts. Basic concepts include how a computer functions, hardware, software, security, and legal issues associated with computers.
Class has continuous enrollment; sections are taught in a computer lab. Students may select the hours to attend while the lab is open. Student work is self-paced with assistance available at all times. Assesses Core Learning Outcome 6."
CL 110OL  ,Managing Internet Communication,-1,5.0,"Introduction to cloud computing, social media, text/chat, mobile apps, and internet research for business using OneNote and Outlook. Outlook concepts include managing email, calendars, tasks, and contacts in both web- and server-based email programs. OneNote concepts include creating, formatting, organizing and sharing information. Assesses Core Learning Outcome 6."
CMST 223A   ,Public Speaking for Educators,-1,5.0,"(H,C) CMST& 220 option for education majors.  Methods of speech organization and composition for education students, speaking skills in educational settings, situational analysis and instructional communication assessment. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
CMST& 220D   ,Public Speaking,-1,5.0,"(C,H) Methods of speech organization and composition; speaking skills in varied settings; audience analysis and speech criticism. Assesses Core Learning Outcomes 1, 3, 5."
CMST& 230HY  ,Small Group Communication,-1,5.0,"(H,R) Principles and methods of interaction in small decision-making, learning, and problem-solving groups. Techniques of relating individual to group thinking through practice in discussion and role playing. Assesses Core Learning Outcomes 1, 3, 5."
COLL 101B   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101C   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101D   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101F   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101G   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101H   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101HY1 ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101J   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101K   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101L   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101N   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101O   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101OL5 ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COLL 101S   ,College Success,-1,2.0,"Develop, understand and apply college success strategies to include college resources and student services, rights and responsibilities, funding college, organization, time management, appreciating diversity, learning  strategies, choosing a college major, achieving college goals and completing an academic plan. Assesses Core Learning Outcomes 1, 6."
COSMT 102A   ,Salon Communications,-1,3.0,"Communications course for Cosmetology students focusing on standards and conventions of written and spoken English. Includes preparation, proofreading, and editing business and personal correspondence such as letters, memos, advertisement, business cards, flyers, brochures, resumes, and other related projects. Oral presentation incorporating marketing strategies and demonstrating correct use of spoken English. Review of abbreviations, capitalization, grammar, possessives, plurals, punctuation, and spelling. Assesses Core Learning Outcomes 3, 6."
COSMT 110C   ,"Trichology, Dermatology and Onychology",-1,5.0,"Introduction to the study of hair, skin and nails and their function, structure and characteristics.  Care and treatment of hair, skin, and nail diseases and disorders.  Special emphasis on sterilization and sanitation principles and methods. May be repeated one time for credit. Assesses Core Learning Outcome 5."
COSMT 120HY  ,Cosmetology Compendium,-1,2.0,Designed for the fifth quarter student preparing for the Washington State Cosmetology Licensure Exam. Provides theoretical review of facts from previous Cosmetology courses in preparation for in-house computerized exams before applying for Washington State Board examinations. Assesses Core Learning Outcome 1.
COSMT 201A   ,Cosmetology Basic Skills and Salon Practice,-1,15.0,"Instruction/participation class in basic services performed by a cosmetologist. This lecture/lab class is closely supervised in the introduction and practice of shampooing/draping, hair analysis/scalp and hair treatment, haircutting, wet styling, thermal styling, permanent waving, chemical relaxing, hair coloring/lightening, manicuring/pedicuring, basic facials, temporary hair removal, resume writing, safety measures and decontamination control. Students practice on mannequins, models and each other. Emphasis is placed on quality of work and knowledge of procedures, safety and decontamination control. Assesses Core Learning Outcome 2. Lab fee: $4.33 per credit; malpractice insurance: $20."
COSMT 202A   ,Advanced Color Lab and Salon Practice,-1,19.0,"Students will continue to practice salon services on the EvCC Salon floor under the supervision of a licensed cosmetology instructor. During this class students will learn about and practice the most current and advanced color techniques in the industry including foiling, bleach and tone, balayage and corrective color. To gain salon experience, students practice on models, mannequins, clients and each other. Emphasis placed on safety and quality of work while meeting industry target time. Assesses Core Learning Outcome 2. Lab fee: $4.33 per credit."
COSMT 202B   ,Advanced Color Lab and Salon Practice,-1,19.0,"Students will continue to practice salon services on the EvCC Salon floor under the supervision of a licensed cosmetology instructor. During this class students will learn about and practice the most current and advanced color techniques in the industry including foiling, bleach and tone, balayage and corrective color. To gain salon experience, students practice on models, mannequins, clients and each other. Emphasis placed on safety and quality of work while meeting industry target time. Assesses Core Learning Outcome 2. Lab fee: $4.33 per credit."
COSMT 202C   ,Advanced Color Lab and Salon Practice,-1,19.0,"Students will continue to practice salon services on the EvCC Salon floor under the supervision of a licensed cosmetology instructor. During this class students will learn about and practice the most current and advanced color techniques in the industry including foiling, bleach and tone, balayage and corrective color. To gain salon experience, students practice on models, mannequins, clients and each other. Emphasis placed on safety and quality of work while meeting industry target time. Assesses Core Learning Outcome 2. Lab fee: $4.33 per credit."
COSMT 205A   ,Textured Hair Services Lab and Salon Practice,-1,19.0,"Students will continue to practice salon services on the EvCC Salon floor under the supervision of a licensed cosmetology instructor.  During this class students will learn about and practice the most current and advanced textured hair services requested in the salon. The class will also review how to select the appropriate product used for natural hair styling and as a follow up to chemical textured services. To gain salon experience, students practice on models, mannequins, clients and each other.  Emphasis is placed on safety and quality of work, while meeting industry target time. Assesses Core Learning Outcome 2. Lab fee: $4.33 per credit."
COSMT 206A   ,Cosmetology Lab & Shop Practice VI,-1,17.5,"May be used to complete curriculum for special interest projects, and/or to complete required program clock hours.  COSMT 206 is an additional quarter and is optional.  May be repeated one time for credit. Assesses Core Learning Outcome 3. Lab fee: $4.33 per credit."
COSMT 206B   ,Cosmetology Lab & Shop Practice VI,-1,17.5,"May be used to complete curriculum for special interest projects, and/or to complete required program clock hours.  COSMT 206 is an additional quarter and is optional.  May be repeated one time for credit. Assesses Core Learning Outcome 3. Lab fee: $4.33 per credit."
COSMT 240A   ,Instructor Trainee Lab,-1,25.0,"Designed to prepare the student to teach in the cosmetology classroom.  Assists students with practical applications of services to clients, problem solving, and answering questions. Designed to be taken concurrently with COSMT 124 and COSMT 125. Prepares the student for the Washington State Instructor Licensing exams. May be repeated as necessary to complete mandatory 500 earned lab hours. Assesses Core Learning Outcomes 2, 3, 6."
COSMT 251A   ,Internship,-1,5.0,"The Cosmetology Internship allows a cosmetology student with advanced standing to gain industry based work experience in an area of special interest.  Under the guidance of a learning plan, and in concert with a cosmetology faculty member, a cosmetology student will work with a contracted salon or other business venture serving this licensed field to accomplish a planned set of learning objectives. Assesses Core Learning Outcomes 1, 3."
COSMT 299A   ,Special Projects,-1,5.0,Special Projects Lab fee: $4.33 per credit.
CS 110A   ,Introduction to Computer Science,-1,5.0,"(NS) Introductory course for students with little programming knowledge and experience.  Familiarizes students with basic software design and programming concepts and constructs such as data types, assignments, sequential-versus-selective execution, nesting, loops, arrays, I/O streams and basic procedural programming. Assesses Core Learning Outcomes 2, 6. Lab fee: $45.55."
CS 110S   ,Introduction to Computer Science,-1,5.0,"(NS) Introductory course for students with little programming knowledge and experience.  Familiarizes students with basic software design and programming concepts and constructs such as data types, assignments, sequential-versus-selective execution, nesting, loops, arrays, I/O streams and basic procedural programming. Assesses Core Learning Outcomes 2, 6. Lab fee: $45.55."
CS 132S   ,Computer Science II C++,-1,5.0,"(NS)  Advanced software development using the C++ programming language, emphasizing object-oriented concepts and fundamental data structures techniques. Introduces concepts of recursion, modularity, encapsulation, inheritance, templates, polymorphic class design, and self-referential data structures; focuses on fundamental abstract data types (stacks, queues, linked lists, binary trees) and their use. Assesses Core Learning Outcomes 2, 6.
Lab fee: $45.55."
CS& 131B   ,Computer Science I C++,-1,5.0,"(NS) Software development focusing on providing a deeper level of understanding of programming concepts such as data types, use of variables, assignment statements, control structures, modular design using procedures, pointers, dynamic memory, and array data structures. Familiarizes students with memory management notions and with Object Oriented Programming concepts. Assesses Core Learning Outcomes 2, 6. Lab fee: $45.55."
CT 101A   ,Introduction to Composites,-1,5.0,"Introduction to composite materials and their uses in industry with a focus on developing basic fabrication skills and the safe use of materials. Assesses Core Learning Outcomes 2, 3, 6."
CT 102A   ,Composite Technology 1,-1,20.0,"Theory and application of composite manufacturing principles: knowledge of material types and resin systems; curing and cross linking of polymer resin systems; design considerations to construct laminates and sandwich core parts; knowledge and use of layup techniques. Use of both open and closed molding methods are reviewed, including: wet layup, filament winding, vacuum bagging, resin infusion process (VARTM), and light resin transfer modeling (LRTM). The use of core material properties; precision measurement tools to finish cured composites to print specifications; and understanding and demonstration of material handling and shop safety practices. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
DEVED 099A   ,Bridge Learning Modules,-1,2.0,"The Bridge Learning Modules will offer 1-2 credit modules in pre-college level reading, learning strategies, study skills support, and basic computer technology for academic success in college classes. It is designed for all students needing or desiring extra learning strategies, reading skills, and study skills support in their college courses. May be repeated two times for credit."
DEVED 100A   ,Sharpening Your Study Skills,-1,2.0,"Focuses on skill sets that concentrate on textbook reading, memory techniques, test taking, note taking, and more effective study strategies for rigorous academic courses of study. Emphasizes practical methods to work successfully through difficult material in lectures and textbooks. May be repeated two times for credit."
DEVED 100OL2 ,Sharpening Your Study Skills,-1,2.0,"Focuses on skill sets that concentrate on textbook reading, memory techniques, test taking, note taking, and more effective study strategies for rigorous academic courses of study. Emphasizes practical methods to work successfully through difficult material in lectures and textbooks. May be repeated two times for credit."
DEVED 101OL  ,Reading Academic Textbooks,-1,2.0,"Course is designed to improve critical reading, comprehension and recall as applied to college textbooks. Application and evaluation of a variety of strategic textbook reading, note-taking, and vocabulary building practices. Utilization of textbooks as instructional tools to increase comprehension and prepare for tests.  Students should be concurrently enrolled in a content course at the 100 level or above with reading-intensive required course material. May be repeated two times for credit."
DEVED 104A   ,Reading and Thinking for Academics II,-1,5.0,"Recommended for capable readers who want to advance their comprehension, vocabulary skills and speed as well as develop critical thinking skills and enhance their confidence in college reading assignments. Assesses Core Learning Outcomes 1, 2, 3."
DRMA 100A   ,"Rehearsal, Production and Performance",-1,5.0,"(HP) Active participation in a theatrical production.  Course registration follows the audition, interview and selection process.  Students enroll in 2-5 credits depending upon the performance role commitment or technical crew responsibilities. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2."
DRMA 121HY  ,Acting Styles,-1,5.0,"(HP) Emphasizes the specific skills needed to perform works representative of a variety of periods ranging from classical Greek theater to Shakespeare to contemporary texts. Coursework includes class discussion, exercises and scene work, culminating in an acting showcase. Introduces stage combat and swordplay techniques. May be repeated one time for credit. Assesses Core Learning Outcome 1."
ECE 233HY  ,Practicum Lab III,-1,2.0,"Practical experience and application of early childhood competency areas of development.  Students will be placed in an early childhood education setting under the guidance of a faculty member. Assesses Core Learning Outcomes 1, 2, 3, 4."
ECON 101DHY  ,Understanding Economics,-1,5.0,"(SS, D)  A survey course to help students better understand economic issues.  Economic analysis of current events as a major activity.  Not appropriate for DTA degree in Business Administration."
ECON& 201MO  ,Micro Economics,-1,5.0,"(SS) Study of factors of supply and demand on production and prices.  Emphasizes economic behavior of business firms in regulated and unregulated environments and International Trade issues. Prepares students for upper-division courses in microeconomics theory and managerial economics. Assesses Core Learning Outcomes 1, 2, 3."
EDUC 210OL  ,Education Philosophies,-1,2.0,"Readings and discussions about educational philosophies within the context of education as social construction; and more broadly, as a process of human existential growth where understanding of the world are continually transformed."
EDUC 250A   ,Education in Action,-1,4.0,"(TE) Cooperative work experience in a field-based setting for education majors (see EDUC 256). Allows students to earn college credit for work experience in public school classrooms. Practical observation and work under supervision of a teacher. Students will have the opportunity to explore the teaching profession, and experience a wide variety of hands-on experiences during their placement, including observation, tutoring, facilitating learning groups and teaching lessons. If possible, students should begin their observation before the beginning of the quarter. Assesses Core Learning Outcomes 3, 4."
EDUC 252A   ,Education in Action,-1,4.0,"(TE) Cooperative work experience in a field-based setting for education majors (see EDUC 256). Allows students to earn college credit for work experience in public school classrooms. Practical observation and work under supervision of a teacher. Students will have the opportunity to explore the teaching profession, and experience a wide variety of hands-on experiences during their placement, including observation, tutoring, facilitating learning groups and teaching lessons. If possible, students should begin their observation before the beginning of the quarter. Assesses Core Learning Outcomes 3, 4."
EDUC 256HY1 ,Education in Action Seminar,-1,2.0,"(TE) Seminar to support field work in local schools (see EDUC 250, EDUC 251, EDUC 252). Student will discuss their field experiences, and participate in micro-teaching in order to apply ideas from EDUC& 202, EDUC 250, EDUC 251 and EDUC 252. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2."
EDUC 256HY2 ,Education in Action Seminar,-1,2.0,"(TE) Seminar to support field work in local schools (see EDUC 250, EDUC 251, EDUC 252). Student will discuss their field experiences, and participate in micro-teaching in order to apply ideas from EDUC& 202, EDUC 250, EDUC 251 and EDUC 252. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2."
EDUC 256HY3 ,Education in Action Seminar,-1,2.0,"(TE) Seminar to support field work in local schools (see EDUC 250, EDUC 251, EDUC 252). Student will discuss their field experiences, and participate in micro-teaching in order to apply ideas from EDUC& 202, EDUC 250, EDUC 251 and EDUC 252. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2."
EDUC& 202HY1 ,Introduction to Education,-1,5.0,"(SS) Survey of historical, sociological, political and philosophical aspects of American public education. Includes investigation of the human experience of being a teacher, contemporary problems in education, classroom observations, and the application of educational frameworks to issues of teaching and learning. Assesses Core Learning Outcomes 1, 3, 5, 6."
EDUC& 202HY2 ,Introduction to Education,-1,5.0,"(SS) Survey of historical, sociological, political and philosophical aspects of American public education. Includes investigation of the human experience of being a teacher, contemporary problems in education, classroom observations, and the application of educational frameworks to issues of teaching and learning. Assesses Core Learning Outcomes 1, 3, 5, 6."
ELA 010A   ,ELA Level 1 Communications,-1,10.0,"First level of communications for non-native speakers.  Focus on listening, speaking, reading, writing and computational skills necessary for transition to college and employment.  Assesses Core Learning Outcome 3."
ELA 010MR1 ,ELA Level 1 Communications,-1,10.0,"First level of communications for non-native speakers.  Focus on listening, speaking, reading, writing and computational skills necessary for transition to college and employment.  Assesses Core Learning Outcome 3."
ELA 010S   ,ELA Level 1 Communications,-1,10.0,"First level of communications for non-native speakers.  Focus on listening, speaking, reading, writing and computational skills necessary for transition to college and employment.  Assesses Core Learning Outcome 3."
ELA 020A   ,ELA Level 2 Communications,-1,10.0,Continuation of ELA 010.  English Language Acquisition skills designed to prepare the student for transitions to college and employability. Assesses Core Learning Outcome 3.
ELA 020B   ,ELA Level 2 Communications,-1,10.0,Continuation of ELA 010.  English Language Acquisition skills designed to prepare the student for transitions to college and employability. Assesses Core Learning Outcome 3.
ELA 020S   ,ELA Level 2 Communications,-1,10.0,Continuation of ELA 010.  English Language Acquisition skills designed to prepare the student for transitions to college and employability. Assesses Core Learning Outcome 3.
ELA 030B   ,ELA Level 3 Communications,-1,10.0,Continuation of ELA 020.  English Language Acquisition skills designed to prepare the student for transitions to college and employability. Assesses Core Learning Outcome 3.
ELA 030MR3 ,ELA Level 3 Communications,-1,10.0,Continuation of ELA 020.  English Language Acquisition skills designed to prepare the student for transitions to college and employability. Assesses Core Learning Outcome 3.
EMS 151S   ,Emergency Medical Technician Training,-1,13.0,"Designed to prepare participants in all phases of pre-hospital emergency care.  Participants are eligible for the Washington State EMT-B examination and the National Registry examination upon successful completion of the course.  An application is required prior to registration, including documentation of the following: immunization checklist, high school or GED completion. Content includes lecture and hands-on practice in emergency care, bleeding and shock, soft tissue injuries, environmental emergencies, lifting and moving patients, HIV/AIDS education, emergency childbirth, and other topics. Assesses Core Learning Outcomes 1, 2, 3, 5."
ENG TA   ,101 Introduction to Graphics and Measurement,-1,5.0,"An introduction to reading and interpreting engineering graphics using technical drawings of mechanical systems for manufacturing technology students with an emphasis on identifying 2D (plane geometrical) shapes. The student will be also use engineering and mechanical scales and precision measuring instruments to measure sizes, lengths and locations of shapes and features. Algebraic, geometric and trigonometric concepts will be applied. Scientific calculator required. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $45.55."
ENG TA   ,"105 Precision, Fits, Tolerancing and GD&T",-1,4.0,"Theory and application of dimensioning and tolerancing using Solid Works per American Society of Mechanical Engineers (ASME) Y14.5. Use of standard tolerances with a further emphasis on precision fits and geometric dimensioning and tolerancing on engineering production drawings. Assesses Core Learning Outcomes 2, 6. Lab fee: $45.55."
ENG TS   ,203 AutoCAD II,-1,4.0,"Instruction on the use of AutoCAD tools for efficient creation of engineering drawings.  Course includes instruction on the use of layouts and paper space; the creation and effective use of layers; how to use blocks, symbols and X-references to improve drafting productivity; the making of attributes and the means of extracting attribute information for generating of bills of materials and other documentation. Assesses Core Learning Outcomes 2, 6.
Lab fee: $45.55."
ENG TS   ,217 CAD Design Project,-1,4.0,"CAD Design projects for students in advanced manufacturing and technical design related fields.  Students will be required to work individually and as a member of an assigned team to disassemble a precision mechanical assembly and redesign the assembly.  Students will develop and document the redesign using a parametric 3D modeler to include a detailed parts list.  Precision measuring equipment such as a caliper and micrometer is required for the class. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $45.55."
ENG TA   ,225 Engineering Technology Skills Building 1,-1,2.0,Designed for the student who is seeking to improve skills in engineering technology in order to meet industry standards through additional lab time or who is seeking practice time prior to taking certifications tests. The class may be taken up to two times for credit. Assesses Core Learning Outcome 2. Lab fee: $28.60.
ENG TA   ,226 Engineering Technology Skills Building 2,-1,2.0,"Designed for the student who is seeking to improve current engineering technology skills through additional lab time or who is seeking practice time prior to taking certifications tests. The class may be taken up to two times for credit. Assesses Core Learning Outcome 2.
Lab fee: $28.60."
ENG TA   ,230 Manufacturing Materials and Processes,-1,3.0,"Examines materials and processes used in manufacturing. Topics include choice of materials and their properties; various processes for converting material into manufactured parts; and the interrelation between materials and processes, particularly regarding feasibility and cost. Assesses Core Learning Outcome 2."
ENG TA   ,259 Engineering Graphics: 3D CAD/CAM,-1,4.0,"Use of a 3D modeler (Solid Works) is used to prepare flat patterns, weldments, machining drawings, bills of material, and traditional 2D technical drawings. Use of a 3D CAM package (MasterCAM) to prepare code for a 3-axis milling machine. Assesses Core Learning Outcomes 2, 6. Lab fee: $45.55."
ENGL 097A   ,Beginning Grammar and Writing,-1,5.0,"Writing clear and effective sentences and paragraphs, including parts of speech, sentence function and pattern, and the dynamics of coherent paragraphs. Assesses Core Learning Outcome 3."
ENGL 097B   ,Beginning Grammar and Writing,-1,5.0,"Writing clear and effective sentences and paragraphs, including parts of speech, sentence function and pattern, and the dynamics of coherent paragraphs. Assesses Core Learning Outcome 3."
ENGL 097E   ,Beginning Grammar and Writing,-1,5.0,"Writing clear and effective sentences and paragraphs, including parts of speech, sentence function and pattern, and the dynamics of coherent paragraphs. Assesses Core Learning Outcome 3."
ENGL 098AC  ,Introduction to College Writing,-1,5.0,"Writing and revising of paragraphs and essays of various types. Includes the writing process, diction, grammatical structures, paragraph and essay patterns, and rhetorical devices such as parallelism, transition, and analogy.  (Specific sections marked ENGL 098D fulfill the diversity requirement for associate degrees.)  Assesses Core Learning Outcome 3."
ENGL 098B   ,Introduction to College Writing,-1,5.0,"Writing and revising of paragraphs and essays of various types. Includes the writing process, diction, grammatical structures, paragraph and essay patterns, and rhetorical devices such as parallelism, transition, and analogy.  (Specific sections marked ENGL 098D fulfill the diversity requirement for associate degrees.)  Assesses Core Learning Outcome 3."
ENGL 098E   ,Introduction to College Writing,-1,5.0,"Writing and revising of paragraphs and essays of various types. Includes the writing process, diction, grammatical structures, paragraph and essay patterns, and rhetorical devices such as parallelism, transition, and analogy.  (Specific sections marked ENGL 098D fulfill the diversity requirement for associate degrees.)  Assesses Core Learning Outcome 3."
ENGL 098F   ,Introduction to College Writing,-1,5.0,"Writing and revising of paragraphs and essays of various types. Includes the writing process, diction, grammatical structures, paragraph and essay patterns, and rhetorical devices such as parallelism, transition, and analogy.  (Specific sections marked ENGL 098D fulfill the diversity requirement for associate degrees.)  Assesses Core Learning Outcome 3."
ENGL 098S   ,Introduction to College Writing,-1,5.0,"Writing and revising of paragraphs and essays of various types. Includes the writing process, diction, grammatical structures, paragraph and essay patterns, and rhetorical devices such as parallelism, transition, and analogy.  (Specific sections marked ENGL 098D fulfill the diversity requirement for associate degrees.)  Assesses Core Learning Outcome 3."
ENGL 105A   ,Creative Nonfiction,-1,5.0,"(C,H) Composition course in which various literary, journalistic and investigative techniques are applied to the writing and revision of experiential, informative and critical essays. Assesses Core Learning Outcomes 2, 3."
ENGL 108A   ,Fiction I,-1,5.0,"(HP)  Introduction to the writing, constructive analysis and revision of fiction.  Fiction terms and techniques will be presented and applied to original student work and constructive analysis of original work will provide practical application. Assesses Core Learning Outcomes 2, 3."
ENGL 108HY  ,Fiction I,-1,5.0,"(HP)  Introduction to the writing, constructive analysis and revision of fiction.  Fiction terms and techniques will be presented and applied to original student work and constructive analysis of original work will provide practical application. Assesses Core Learning Outcomes 2, 3."
ENGL 150A   ,Tutor Training and Practice,-1,5.0,"(TE)  Peer tutoring techniques.  Learn from supervised tutoring experiences in the Writing Center and from seminar discussions.  One credit for 20 tutoring hours and one credit for ten seminars.  May be repeated up to five credits. Assesses Core Learning Outcomes 2, 3."
ENGL 151A   ,Tutor Training and Practice,-1,5.0,"(TE)  Peer tutoring techniques.  Learn from supervised tutoring experiences in the Writing Center and from seminar discussions.  One credit for 20 tutoring hours and one credit for ten seminars.  May be repeated up to five credits. Assesses Core Learning Outcomes 2, 3."
ENGL 152A   ,Tutor Training and Practice,-1,5.0,"(TE)  Peer tutoring techniques.  Learn from supervised tutoring experiences in the Writing Center and from seminar discussions.  One credit for 20 tutoring hours and one credit for ten seminars.  May be repeated up to five credits. Assesses Core Learning Outcomes 2, 3."
ENGL 165A   ,Nonfiction II,-1,5.0,"(HP)  Intermediate course in techniques of fiction, poetry and drama as applied to nonfiction using constructive criticism.  Development of writing, constructive analysis and revision skills in creative nonfiction.  Students will apply a wide variety of writing techniques and critical perceptions to subjects of their own selection. Assesses Core Learning Outcomes 2, 3."
ENGL 168A   ,Fiction II,-1,5.0,"(HP)  Intermediate development of writing, constructive analysis and revision skills in fiction.  Exercises and comparative examples of original creative work will be presented and analyzed with student participation to further critical abilities and applications to student work. Assesses Core Learning Outcomes 2, 3."
ENGL 168HY  ,Fiction II,-1,5.0,"(HP)  Intermediate development of writing, constructive analysis and revision skills in fiction.  Exercises and comparative examples of original creative work will be presented and analyzed with student participation to further critical abilities and applications to student work. Assesses Core Learning Outcomes 2, 3."
